Calendar year,Ethnicity,Main offence,Sentence,Value,Flags
"2006","Unknown/Corporation","Regulatory driving offences, nec","Total sentences",402,
"2008","Unknown/Corporation","Regulatory driving offences, nec","Total sentences",77,
"2009","Unknown/Corporation","Regulatory driving offences, nec","Total sentences",42,
"2014","Unknown/Corporation","Regulatory driving offences, nec","Total sentences",11,
"2016","Unknown/Corporation","Regulatory driving offences, nec","Total sentences",28,
"1981","Unknown/Corporation","Pedestrian offences","Total sentences",23,
"1984","Unknown/Corporation","Pedestrian offences","Total sentences",1,
"1986","Unknown/Corporation","Pedestrian offences","Total sentences",5,
"1989","Unknown/Corporation","Pedestrian offences","Total sentences",28,
"1994","Unknown/Corporation","Pedestrian offences","Total sentences",5,
"1995","Unknown/Corporation","Pedestrian offences","Total sentences",5,
"1997","Unknown/Corporation","Pedestrian offences","Total sentences",20,
"2000","Unknown/Corporation","Pedestrian offences","Total sentences",9,
"2002","Unknown/Corporation","Pedestrian offences","Total sentences",6,
"2003","Unknown/Corporation","Pedestrian offences","Total sentences",4,
"2005","Unknown/Corporation","Pedestrian offences","Total sentences",8,
"2007","Unknown/Corporation","Pedestrian offences","Total sentences",1,
"2008","Unknown/Corporation","Pedestrian offences","Total sentences",2,
"2015","Unknown/Corporation","Pedestrian offences","Total sentences",1,
"1981","Unknown/Corporation","Breach of custodial order offences","Imprisonment",1,
"1982","Unknown/Corporation","Breach of custodial order offences","Imprisonment",1,
"1984","Unknown/Corporation","Breach of custodial order offences","Imprisonment",1,
"1990","Unknown/Corporation","Breach of custodial order offences","Imprisonment",1,
"2008","Unknown/Corporation","Breach of custodial order offences","Imprisonment",1,
"2011","Unknown/Corporation","Breach of custodial order offences","Imprisonment",3,
"2013","Unknown/Corporation","Breach of custodial order offences","Imprisonment",2,
"2014","Unknown/Corporation","Breach of custodial order offences","Imprisonment",2,
"2016","Unknown/Corporation","Breach of custodial order offences","Imprisonment",3,
"1982","Unknown/Corporation","Breach of custodial order offences","Total sentences",5,
"1984","Unknown/Corporation","Breach of custodial order offences","Total sentences",3,
"1985","Unknown/Corporation","Breach of custodial order offences","Total sentences",1,
"1990","Unknown/Corporation","Breach of custodial order offences","Total sentences",3,
"1992","Unknown/Corporation","Breach of custodial order offences","Total sentences",1,
"2005","Unknown/Corporation","Breach of custodial order offences","Total sentences",1,
"2006","Unknown/Corporation","Breach of custodial order offences","Total sentences",1,
"2008","Unknown/Corporation","Breach of custodial order offences","Total sentences",5,
"2013","Unknown/Corporation","Breach of custodial order offences","Total sentences",11,
"2014","Unknown/Corporation","Breach of custodial order offences","Total sentences",20,
"2016","Unknown/Corporation","Breach of custodial order offences","Total sentences",23,
"2002","Unknown/Corporation","Breach of community-based orders","Imprisonment",8,
"2004","Unknown/Corporation","Breach of community-based orders","Imprisonment",111,
"2005","Unknown/Corporation","Breach of community-based orders","Imprisonment",89,
"2007","Unknown/Corporation","Breach of community-based orders","Imprisonment",83,
"2010","Unknown/Corporation","Breach of community-based orders","Imprisonment",147,
"2012","Unknown/Corporation","Breach of community-based orders","Imprisonment",67,
"2013","Unknown/Corporation","Breach of community-based orders","Imprisonment",57,
"2015","Unknown/Corporation","Breach of community-based orders","Imprisonment",59,
"2002","Unknown/Corporation","Breach of community-based orders","Total sentences",73,
"2004","Unknown/Corporation","Breach of community-based orders","Total sentences",887,
"2005","Unknown/Corporation","Breach of community-based orders","Total sentences",796,
"2007","Unknown/Corporation","Breach of community-based orders","Total sentences",664,
"2010","Unknown/Corporation","Breach of community-based orders","Total sentences",1544,
"2015","Unknown/Corporation","Breach of community-based orders","Total sentences",601,
"2001","Unknown/Corporation","Breach of violence and non-violence orders","Imprisonment",1,
"2003","Unknown/Corporation","Breach of violence and non-violence orders","Imprisonment",2,
"2004","Unknown/Corporation","Breach of violence and non-violence orders","Imprisonment",9,
"2006","Unknown/Corporation","Breach of violence and non-violence orders","Imprisonment",22,
"2009","Unknown/Corporation","Breach of violence and non-violence orders","Imprisonment",6,
"2001","Unknown/Corporation","Breach of violence and non-violence orders","Total sentences",13,
"2003","Unknown/Corporation","Breach of violence and non-violence orders","Total sentences",16,
"2004","Unknown/Corporation","Breach of violence and non-violence orders","Total sentences",68,
"2006","Unknown/Corporation","Breach of violence and non-violence orders","Total sentences",140,
"2009","Unknown/Corporation","Breach of violence and non-violence orders","Total sentences",46,
"2014","Unknown/Corporation","Breach of violence and non-violence orders","Total sentences",3,
"2005","Unknown/Corporation","Offences against government operations","Imprisonment",17,
"2008","Unknown/Corporation","Offences against government operations","Imprisonment",4,
"2010","Unknown/Corporation","Offences against government operations","Imprisonment",9,
"2011","Unknown/Corporation","Offences against government operations","Imprisonment",6,
"2013","Unknown/Corporation","Offences against government operations","Imprisonment",2,
"2015","Unknown/Corporation","Offences against government operations","Imprisonment",3,
"2016","Unknown/Corporation","Offences against government operations","Imprisonment",5,
"1981","Unknown/Corporation","Offences against government operations","Total sentences",942,
"1982","Unknown/Corporation","Offences against government operations","Total sentences",1040,
"1984","Unknown/Corporation","Offences against government operations","Total sentences",889,
"1987","Unknown/Corporation","Offences against government operations","Total sentences",426,
"1989","Unknown/Corporation","Offences against government operations","Total sentences",384,
"1990","Unknown/Corporation","Offences against government operations","Total sentences",185,
"1992","Unknown/Corporation","Offences against government operations","Total sentences",160,
"1995","Unknown/Corporation","Offences against government operations","Total sentences",263,
"1997","Unknown/Corporation","Offences against government operations","Total sentences",112,
"1998","Unknown/Corporation","Offences against government operations","Total sentences",108,
"2000","Unknown/Corporation","Offences against government operations","Total sentences",103,
"2002","Unknown/Corporation","Offences against government operations","Total sentences",109,
"2003","Unknown/Corporation","Offences against government operations","Total sentences",164,
"2005","Unknown/Corporation","Offences against government operations","Total sentences",207,
"2008","Unknown/Corporation","Offences against government operations","Total sentences",134,
"2010","Unknown/Corporation","Offences against government operations","Total sentences",76,
"2016","Unknown/Corporation","Offences against government operations","Total sentences",84,
"1982","Unknown/Corporation","Offences against justice procedures","Imprisonment",3,
"1984","Unknown/Corporation","Offences against justice procedures","Imprisonment",10,
"1985","Unknown/Corporation","Offences against justice procedures","Imprisonment",6,
"1987","Unknown/Corporation","Offences against justice procedures","Imprisonment",7,
"1990","Unknown/Corporation","Offences against justice procedures","Imprisonment",5,
"1992","Unknown/Corporation","Offences against justice procedures","Imprisonment",4,
"1995","Unknown/Corporation","Offences against justice procedures","Imprisonment",1,
"1998","Unknown/Corporation","Offences against justice procedures","Imprisonment",4,
"2006","Unknown/Corporation","Offences against justice procedures","Imprisonment",9,
"2008","Unknown/Corporation","Offences against justice procedures","Imprisonment",3,
"2009","Unknown/Corporation","Offences against justice procedures","Imprisonment",5,
"2011","Unknown/Corporation","Offences against justice procedures","Imprisonment",2,
"2013","Unknown/Corporation","Offences against justice procedures","Imprisonment",3,
"2014","Unknown/Corporation","Offences against justice procedures","Imprisonment",1,
"1980","Unknown/Corporation","Offences against justice procedures","Total sentences",166,
"1982","Unknown/Corporation","Offences against justice procedures","Total sentences",329,
"1985","Unknown/Corporation","Offences against justice procedures","Total sentences",289,
"1987","Unknown/Corporation","Offences against justice procedures","Total sentences",369,
"1988","Unknown/Corporation","Offences against justice procedures","Total sentences",393,
"1990","Unknown/Corporation","Offences against justice procedures","Total sentences",402,
"1993","Unknown/Corporation","Offences against justice procedures","Total sentences",254,
"1995","Unknown/Corporation","Offences against justice procedures","Total sentences",211,
"1996","Unknown/Corporation","Offences against justice procedures","Total sentences",151,
"1998","Unknown/Corporation","Offences against justice procedures","Total sentences",100,
"2000","Unknown/Corporation","Offences against justice procedures","Total sentences",502,
"2001","Unknown/Corporation","Offences against justice procedures","Total sentences",475,
"2003","Unknown/Corporation","Offences against justice procedures","Total sentences",35,
"2006","Unknown/Corporation","Offences against justice procedures","Total sentences",62,
"2008","Unknown/Corporation","Offences against justice procedures","Total sentences",67,
"2009","Unknown/Corporation","Offences against justice procedures","Total sentences",86,
"2014","Unknown/Corporation","Offences against justice procedures","Total sentences",28,
"2016","Unknown/Corporation","Offences against justice procedures","Total sentences",20,
"1983","Unknown/Corporation","Manslaughter","Imprisonment",1,
"1986","Unknown/Corporation","Manslaughter","Imprisonment",1,
"1992","Unknown/Corporation","Manslaughter","Imprisonment",1,
"2007","Unknown/Corporation","Manslaughter","Imprisonment",1,
"2010","Unknown/Corporation","Manslaughter","Imprisonment",1,
"1986","Unknown/Corporation","Manslaughter","Total sentences",1,
"1992","Unknown/Corporation","Manslaughter","Total sentences",1,
"1995","Unknown/Corporation","Manslaughter","Total sentences",1,
"2007","Unknown/Corporation","Manslaughter","Total sentences",1,
"2008","Unknown/Corporation","Manslaughter","Total sentences",2,
"2010","Unknown/Corporation","Manslaughter","Total sentences",2,
"2006","Unknown/Corporation","Driving causing death","Imprisonment",1,
"2007","Unknown/Corporation","Driving causing death","Imprisonment",2,
